threshold,tp,fp,fn,tn,alerts,rows,recall,precision,f1,alerts_per_10000,fn_positive_exposure,evaluation_year,candidate,review_cost,fn_cost,review_hours_per_10000,cost,saving_vs_no_alert,additional_tp,additional_alerts,break_even_loss_per_added_fraud
0.0007060301448914005,51,11967,18,32320,12018,44356,0.7391304347826086,0.004243634548177734,0.008438818565400843,2709.4417891604294,428.15999999999985,2019,rf_actualizado,3.0,64.35695738354806,270.9441789160429,37212.425232903865,-32771.79517343905,1.0,741.0,2223.0
0.0006857859415549532,52,12357,17,31930,12409,44356,0.7536231884057971,0.004190506890160367,0.008334669017470748,2797.5922084949048,413.4300000000003,2019,rf_actualizado,3.0,64.35695738354806,279.7592208494905,38321.068275520316,-33880.4382160555,1.0,391.0,1173.0
0.0006409663832985966,53,13474,16,30813,13527,44356,0.7681159420289855,0.00391808974643306,0.0077964107090320684,3049.6437911443772,411.97000000000025,2019,rf_actualizado,3.0,64.35695738354806,304.96437911443775,41610.71131813677,-37170.081258671955,1.0,1118.0,3354.0
0.0006009576955671193,54,15087,15,29200,15141,44356,0.782608695652174,0.0035664751337428175,0.007100591715976331,3413.5179006222384,346.3699999999999,2019,rf_actualizado,3.0,64.35695738354806,341.3517900622238,46388.35436075322,-41947.72430128841,1.0,1614.0,4842.0
0.0005883390499426174,55,15787,14,28500,15842,44356,0.7971014492753623,0.003471783865673526,0.006913456099553768,3571.5573992244567,344.4899999999998,2019,rf_actualizado,3.0,64.35695738354806,357.15573992244566,48426.99740336967,-43986.36734390486,1.0,701.0,2103.0
0.0005700234775980162,56,17009,13,27278,17065,44356,0.8115942028985508,0.003281570465865807,0.006536710633827478,3847.281089367842,333.14999999999964,2019,rf_actualizado,3.0,64.35695738354806,384.7281089367842,52031.64044598612,-47591.01038652131,1.0,1223.0,3669.0
0.0005386179506448855,57,19764,12,24523,19821,44356,0.8260869565217391,0.002875737853791433,0.005731523378582202,4468.617548922355,260.14999999999964,2019,rf_actualizado,3.0,64.35695738354806,446.8617548922355,60235.283488602574,-55794.65342913776,1.0,2756.0,8268.0
0.0005345714558310368,58,20219,11,24068,20277,44356,0.8405797101449275,0.002860383685949598,0.005701366361938465,4571.422130038777,232.38999999999942,2019,rf_actualizado,3.0,64.35695738354806,457.14221300387777,61538.926531219025,-57098.29647175421,1.0,456.0,1368.0
0.0005296224745810026,59,20752,10,23535,20811,44356,0.855072463768116,0.0028350391619816444,0.005651340996168582,4691.811705293534,174.38999999999942,2019,rf_actualizado,3.0,64.35695738354806,469.1811705293534,63076.569573835484,-58635.939514370664,1.0,534.0,1602.0
0.0005211914649100796,60,21728,9,22559,21788,44356,0.8695652173913043,0.002753809436387002,0.005490231962300407,4912.075029308324,155.01999999999953,2019,rf_actualizado,3.0,64.35695738354806,491.2075029308324,65943.21261645193,-61502.582556987116,1.0,977.0,2931.0
0.0005085010280325863,61,23340,8,20947,23401,44356,0.8840579710144928,0.002606726208281697,0.005198125266297401,5275.723690143385,141.46999999999935,2019,rf_actualizado,3.0,64.35695738354806,527.5723690143385,70717.85565906839,-66277.22559960357,1.0,1613.0,4839.0
0.0004811292112970484,62,27072,7,17215,27134,44356,0.8985507246376812,0.0022849561435836956,0.004558320773444105,6117.323473712689,100.22999999999956,2019,rf_actualizado,3.0,64.35695738354806,611.7323473712689,81852.49870168483,-77411.86864222003,1.0,3733.0,11199.0
0.00047823280563823997,63,27480,6,16807,27543,44356,0.9130434782608695,0.0022873325345822895,0.0045632333767926985,6209.531968617549,99.44999999999982,2019,rf_actualizado,3.0,64.35695738354806,620.9531968617549,83015.14174430129,-78574.51168483647,1.0,409.0,1227.0
0.0004668248920477948,64,29034,5,15253,29098,44356,0.927536231884058,0.0021994638806790844,0.004388521274042582,6560.104608170259,97.72000000000025,2019,rf_actualizado,3.0,64.35695738354806,656.0104608170259,87615.78478691773,-83175.15472745293,1.0,1555.0,4665.0
0.00046084742915677973,65,29822,4,14465,29887,44356,0.9420289855072463,0.002174858634188778,0.004339698224061958,6737.983587338804,67.90999999999985,2019,rf_actualizado,3.0,64.35695738354806,673.7983587338804,89918.4278295342,-85477.79777006937,1.0,789.0,2367.0
0.0004598605993955929,66,29946,3,14341,30012,44356,0.9565217391304348,0.0021991203518592563,0.004388151989628004,6766.1646676887,63.039999999999964,2019,rf_actualizado,3.0,64.35695738354806,676.61646676887,90229.07087215064,-85788.44081268583,1.0,125.0,375.0
0.00044754309788388866,67,31586,2,12701,31653,44356,0.9710144927536232,0.0021167029981360376,0.004224197717672278,7136.125890522139,11.930000000000291,2019,rf_actualizado,3.0,64.35695738354806,713.6125890522139,95087.7139147671,-90647.08385530228,1.0,1641.0,4923.0
0.0004401472732125392,68,32449,1,11838,32517,44356,0.9855072463768116,0.002091213826613771,0.004173571472411465,7330.9135179006225,0.9200000000000728,2019,rf_actualizado,3.0,64.35695738354806,733.0913517900623,97615.35695738354,-93174.72689791874,1.0,864.0,2592.0
0.00021235678163168743,69,43620,0,667,43689,44356,1.0,0.0015793449151960447,0.0031537090360619774,9849.625755252953,0.0,2019,rf_actualizado,3.0,64.35695738354806,984.9625755252953,131067.0,-126626.36994053518,1.0,11172.0,33516.0
