evaluation_year,candidate,round,cost_fn,threshold,tp,fp,fn,tn,alerts,rows,precision,recall,f1,alerts_per_10000,cost
2016,rf_variables_revisadas,previous,25,0.01171670941011998,102.0,314.0,31.0,43972.0,416.0,44419.0,0.24519230769230768,0.7669172932330827,0.37158469945355194,93.65361669555821,1089
2016,rf_variables_revisadas,previous,50,0.010110126824953327,106.0,461.0,27.0,43825.0,567.0,44419.0,0.18694885361552027,0.7969924812030075,0.3028571428571429,127.64807852495552,1811
2016,rf_variables_revisadas,previous,100,0.008048879805686738,112.0,873.0,21.0,43413.0,985.0,44419.0,0.11370558375634518,0.8421052631578947,0.2003577817531306,221.75195299308854,2973
2016,rf_actualizado_contexto,new_context,5,0.1686088121683541,52.0,0.0,81.0,44286.0,52.0,44419.0,1.0,0.39097744360902253,0.5621621621621622,11.706702086944777,405
2016,rf_actualizado_contexto,new_context,10,0.1686088121683541,52.0,0.0,81.0,44286.0,52.0,44419.0,1.0,0.39097744360902253,0.5621621621621622,11.706702086944777,810
2016,rf_actualizado_contexto,new_context,25,0.1686088121683541,52.0,0.0,81.0,44286.0,52.0,44419.0,1.0,0.39097744360902253,0.5621621621621622,11.706702086944777,2025
2016,rf_actualizado_contexto,new_context,50,0.02154778165621764,96.0,1908.0,37.0,42378.0,2004.0,44419.0,0.04790419161676647,0.7218045112781954,0.08984557791296209,451.1582881199486,3758
2016,rf_actualizado_contexto,new_context,100,0.012241945604043054,107.0,2671.0,26.0,41615.0,2778.0,44419.0,0.03851691864650828,0.8045112781954887,0.07351425626932326,625.4080461063959,5271
2016,rf_revisado_contexto,new_context,5,0.2783823226253917,43.0,0.0,90.0,44286.0,43.0,44419.0,1.0,0.3233082706766917,0.48863636363636365,9.68054211035818,450
2016,rf_revisado_contexto,new_context,10,0.2783823226253917,43.0,0.0,90.0,44286.0,43.0,44419.0,1.0,0.3233082706766917,0.48863636363636365,9.68054211035818,900
2016,rf_revisado_contexto,new_context,25,0.26931538683661244,44.0,19.0,89.0,44267.0,63.0,44419.0,0.6984126984126984,0.3308270676691729,0.4489795918367347,14.18311983610617,2244
2016,rf_revisado_contexto,new_context,50,0.009009059411499484,115.0,2406.0,18.0,41880.0,2521.0,44419.0,0.045616818722729074,0.8646616541353384,0.08666164280331574,567.5499223305342,3306
2016,rf_revisado_contexto,new_context,100,0.007491371199675679,120.0,2785.0,13.0,41501.0,2905.0,44419.0,0.04130808950086059,0.9022556390977443,0.07899934167215274,653.9994146648955,4085
2019,r1_pesos_clase,previous,5,1.0000000000000002,0.0,0.0,69.0,44287.0,0.0,44356.0,0.0,0.0,0.0,0.0,345
2019,r1_pesos_clase,previous,10,1.0000000000000002,0.0,0.0,69.0,44287.0,0.0,44356.0,0.0,0.0,0.0,0.0,690
2019,r1_pesos_clase,previous,25,0.8284292233933526,2.0,30.0,67.0,44257.0,32.0,44356.0,0.0625,0.028985507246376812,0.039603960396039604,7.214356569573452,1705
2019,r1_pesos_clase,previous,50,0.8284292233933526,2.0,30.0,67.0,44257.0,32.0,44356.0,0.0625,0.028985507246376812,0.039603960396039604,7.214356569573452,3380
2019,r1_pesos_clase,previous,100,0.8284292233933526,2.0,30.0,67.0,44257.0,32.0,44356.0,0.0625,0.028985507246376812,0.039603960396039604,7.214356569573452,6730
2019,r1_sin_balanceo,previous,5,0.12882591455025527,3.0,6.0,66.0,44281.0,9.0,44356.0,0.3333333333333333,0.043478260869565216,0.07692307692307693,2.029037785192533,336
2019,r1_sin_balanceo,previous,10,0.12882591455025527,3.0,6.0,66.0,44281.0,9.0,44356.0,0.3333333333333333,0.043478260869565216,0.07692307692307693,2.029037785192533,666
2019,r1_sin_balanceo,previous,25,0.01809906690438387,10.0,124.0,59.0,44163.0,134.0,44356.0,0.07462686567164178,0.14492753623188406,0.09852216748768473,30.210118135088827,1599
2019,r1_sin_balanceo,previous,50,0.012661664476534901,15.0,284.0,54.0,44003.0,299.0,44356.0,0.05016722408026756,0.21739130434782608,0.08152173913043478,67.40914419695193,2984
2019,r1_sin_balanceo,previous,100,0.012661664476534901,15.0,284.0,54.0,44003.0,299.0,44356.0,0.05016722408026756,0.21739130434782608,0.08152173913043478,67.40914419695193,5684
2019,r1_smotenc,previous,5,1.0000000000000002,0.0,0.0,69.0,44287.0,0.0,44356.0,0.0,0.0,0.0,0.0,345
2019,r1_smotenc,previous,10,1.0000000000000002,0.0,0.0,69.0,44287.0,0.0,44356.0,0.0,0.0,0.0,0.0,690
2019,r1_smotenc,previous,25,1.0000000000000002,0.0,0.0,69.0,44287.0,0.0,44356.0,0.0,0.0,0.0,0.0,1725
2019,r1_smotenc,previous,50,0.6058481464285894,2.0,50.0,67.0,44237.0,52.0,44356.0,0.038461538461538464,0.028985507246376812,0.03305785123966942,11.723329425556857,3400
2019,r1_smotenc,previous,100,0.501051148614784,4.0,183.0,65.0,44104.0,187.0,44356.0,0.0213903743315508,0.057971014492753624,0.03125,42.158896203444854,6683
